倾	2098885
倿	133
偀	217
偁	7014
偂	2562
偃	405785
偄	1023
偅	1470
偆	1855
假	18859996
偈	190775
偊	953
偋	114
偌	360219
偍	1481
偎	369713
偏	7393961
偐	1569
偑	3680
偒	264
偓	6059
偔	198
偕	241865
偖	932
偗	231
偘	320
偙	1639
做	121368721
偛	890
停	8994710
偝	1742
偞	424
偟	3347
偠	6034
偡	378
偢	633
偣	666
偤	155
健	6015559
偦	115
偧	385
偨	359
偩	427
偪	3365
偫	193
偬	146870
偭	1610
偮	490
偯	172
偰	2371
偱	2627
偲	63486
偳	234
偶	21074615
偷	14762267
偸	19100
偹	367
偻	248649
偼	685
偾	168378
偿	596100
傀	25689
傁	183
傂	358
傃	1064
傄	34
傅	2153800
傆	1495
傇	39
傈	31811
傉	1747
傊	66
傋	194
傌	1665
傍	574348
傎	594
傏	293
傐	685
傒	2783
傓	84
傔	450
傕	18778
傗	1361
傚	13739
傛	1394
傜	4713
傝	618
傞	1199
傟	62
傠	356
傡	157
傣	235463
傤	212
傥	144801
傦	434
傧	147899
储	1482506
傩	207765
傪	1812
傫	2495
催	6387134
傮	123
傰	91
傱	125
傲	2838005
傶	140
傸	66
傹	267
傺	136961
傻	16660457
傼	1693
傽	79
傿	128
僀	32
僁	157
僃	147
僄	4014
僆	500
僇	1043
僈	852
僊	1236
僋	506
僌	63
働	20607
僎	1000
像	28001124
僐	531
僒	151
僓	95
僔	663
僖	155054
僗	2335
僘	44
僙	117
僚	281231
僛	383
僜	973
僝	4616
僞	8127
僟	10187
僠	217
僢	561
僣	793
僤	2003
僦	147892
僧	2057435
僬	120788
僭	176991
僮	179471
僳	58597
僵	1292665
僻	702457
僽	21796
僾	21494
儃	324
儆	297533
儇	155442
儊	186
儋	119404
儌	317
儍	32060
儎	153
儏	1623
儑	99
儒	1662876
儓	220
儖	182
儗	2359
儙	612
儚	10562
儛	12294
儜	597
儝	51
儞	2353
儠	205
儡	36786
儢	229
儣	362
儤	504
儥	125
儦	216
儧	32
儨	347
儩	92
儫	218
儬	633
儭	4339
儮	83
儯	60
儰	460
儱	3622
儳	233
儴	607
儵	880
儶	109
儹	802
儽	161
儾	134
儿	30463800
兀	151745
允	1073933
兂	5108
元	47285776
兄	4218715
充	8551530
兆	4790011
先	80539683
光	37917789
兊	319
克	19131579
免	6219443
兎	23182
兏	86
児	88588
兑	1640017
兓	102
兔	6922616
兕	45221
兖	140708
兘	1185
党	9422068
兜	2380823
兟	1028
兠	1146
兢	33963
兤	102
入	16030741
兦	1502
全	54591672
兪	395
八	19468614
公	13039906
六	19222895
兮	1913693
兯	1542
兰	16505045
共	14240201
兲	127618
关	22216831
兴	13095962
兵	15701025
其	29357999
具	3843017
典	2126341
兹	3098372
养	14435624
兼	3563240
兽	6062110
兾	86
兿	1771
冀	1165071
冁	40214
冂	29668
冃	3121
冄	14414
内	37346580
円	64263
冇	1716791
冈	1530119
冉	1370548
冋	4853
册	3277915
再	89528932
冎	218
冏	17319
冐	504
冒	5379170
冓	744
冔	141
冕	453500
冖	2950
冗	190833
冘	509
写	39809371
冚	17137
军	19763501
农	7480121
冝	160
冞	632
冟	104
冠	5952947
冡	310
冢	559835
冣	704
冤	2525028
冥	1593794
冦	1106
冧	34965
冨	8470
冩	4897
冫	7681
冬	6605566
冭	19604
冮	5118
冯	7704942
冰	18058741
冱	3318
冲	18857966
决	2994347
冴	18079
况	865828
冶	913601
冷	21980288
冸	147
冹	222
冺	240
冻	6826634
冼	157739
冽	62758
冾	576
冿	626
净	4891879
凁	69
凂	156
凃	13780
凄	485624
凅	994
准	21897126
凇	27552
凉	6410853
凊	86572
凋	234544
凌	5695736
凎	1067
减	8516367
凐	597
凑	5764219
凒	405
凓	659
凔	1347
凕	1587
凖	10628
凗	19669
凘	2427
凙	980
凚	920
凛	501142
凝	2743667
凞	739
凟	819
几	24927117
凡	6208398
凢	2984
凣	1544
凤	9855760
凥	503
処	32929
凨	6002
凫	83794
凬	551
凭	3672380
凮	979
凯	9427310
凰	752037
凲	1697
凳	1193362
凴	2704
凵	23621
凶	5221583
凷	635
凸	1448008
凹	1398938
出	66242762
击	3089158
凼	61722
函	3288999
凾	1375
凿	1073085
刀	15709591
刁	1111981
刂	146188
刃	2260320
刄	2255
刅	1404
分	53090888
切	12178099
刈	182498
刉	392
刊	2708415
刋	1739
刌	538
刍	161336
刎	158899
刏	452
刐	330
刑	2533129
划	4435017
刓	1551
刔	282
刕	2217
刖	39889
列	10141281
刘	44313113
则	15974534
刚	69996063
创	6458733
刜	631
初	8951911
刞	672
删	9079003
判	2405512
刨	847729
利	19267249
别	98718482
刬	2682
刭	149447
刮	4378741
到	149779698
刳	119804
制	11343486
刷	36669566
券	3318991
刹	1058127
刺	5565778
刻	4458544
刽	37131
刿	62467
剀	27862
剁	730695
剂	6933573
剃	1022920
削	1340401
剌	176687
前	52307483
剐	387781
剑	15648725
剓	51
剔	404163
剕	742
剖	1314087
剗	343
剘	2555
剙	31
剚	391
剜	200765
剞	138941
剟	457
剠	348
剡	54810
剢	104
剣	43215
剤	4192
剥	1132269
剦	172
剧	5596037
剨	53
剩	3297580
剪	5996041
剫	144
剬	154
剭	65
副	7781166
剰	5165
剱	232
割	2673569
剳	250
剶	61
剸	407
剹	104
剺	325
剻	293
剼	267
剽	34261
剾	69
剿	240340
劀	193
劁	18526
劂	137293
劄	3078
劅	211
劆	56
劈	1981037
劋	175
劎	132
劏	5295
劐	25848
劒	1871
劓	26007
劔	502
劕	96
劖	234
劗	117
劘	832
劙	372
劚	740
力	20564043
劜	83
劝	3413572
办	28775103
功	5075189
加	54969943
务	5438762
劢	32408
劣	801348
劤	109
劥	119
劦	1575
劧	411
动	16782477
助	3542778
努	1573074
劫	3132907
劬	44032
劭	73477
劮	97
劯	184
劰	73
励	385279
劲	8432972
劳	3692919
労	5205
劵	201770
劶	145
劷	102
劸	53
効	35604
劺	82
劻	4588
劼	39522
劽	168
劾	61261
势	3435322
勀	964
勂	80
勃	1033028
勄	345
勅	2104
勆	323
勇	7851633
勈	48
勉	849288
勊	205
勋	1403932
勌	74
勍	11843
勎	26
勏	70
勐	179715
勑	597
勒	5723604
勓	27
勔	2379
勖	61599
勘	989185
勚	264
勜	77
募	479744
勠	73
勤	4961917
勥	6407
勧	2908
勨	97
勩	331
勪	755
勫	2386
勬	1153
勭	1088
勮	1382
勯	750
勰	55840
勲	2628
勳	15860
勴	70
勶	267
勷	1903
勹	22302
勺	1258688
勼	3397
勽	341
勾	3837064
勿	2778561
匀	872456
匁	770
匂	5940
匃	68
匄	1482
包	39753398
匆	184210
匇	15
匈	169744
匉	87
匊	318
匋	2759
匌	82
匍	41681
匎	46
匏	38342
匐	39934
匑	26
匒	43
匓	98
匔	68
匕	245974
化	23866538
北	18715951
匘	81
匙	372180
匚	110226
匛	178
匜	1786
匝	309401
匞	63
匟	182
匠	1632763
匡	707721
匢	277
匣	392933
匤	116
匥	63
匦	136903
匧	34
匨	410
匩	22
匪	1475067
匫	15
匬	64
匮	277491
匰	1481
匲	60
匳	200
匴	3104
匵	160
匶	232
匷	1038
匸	528
匹	1244881
区	66260139
医	5106717
匼	972
匽	591
匾	403561
匿	261641
十	11473639
卂	688
千	11294209
卄	1629
卅	196357
卆	460
升	13319576
午	1414420
卉	1110115
半	24011545
卍	153623
华	30893038
协	2541269
卐	296060
卑	829219
卒	823111
卓	5457826
单	36753941
卖	35154363
南	25192060
単	27639
博	13033925
卛	349
卜	1723143
卝	151027
卞	433353
卟	295210
占	9724864
卡	77139381
卢	6636123
卣	138891
卤	1367156
卦	1334848
卧	2526152
卩	52155
卫	8147789
卬	8046
卮	151248
卯	675647
印	9204629
危	2174402
即	9584701
却	18980302
卵	1907165
卷	15109206
卸	2184876
卺	99352
卼	698
卿	1959014
厂	14324720
厄	835047
厅	9670355
历	2279575
厈	140
厉	710557
厊	309
压	13488866
厌	892488
厍	141795
厎	1372
厏	54
厐	1815
厑	2417
厒	66
厓	3107
厔	1546
厕	922165
厖	1869
厗	153
厘	478749
厚	9187897
厛	2975
厜	572
厝	524693
厞	1832
原	15568052
厠	6398
厡	1705
厢	771686
厣	165185
厤	325
厥	549723
厦	712486
厧	65
厨	1689101
厩	152225
厪	193
厫	151
厬	171
厮	440128
厯	309
厰	1765
厱	575
厳	8958
厵	609
厶	62520
厷	27281
厸	1039
厹	289
厺	205
去	284026469
厼	2708
厽	354
厾	6299
县	30737522
叀	365
叁	790457
参	3188584
叄	14980
叅	958
叆	5078
叇	2322
又	114406330
叉	2016523
及	46612092
友	12331703
双	32551370
反	18286887
収	47247
叏	581
叐	516
发	80138646
叒	9108
叓	185
叔	3848733
叕	866
取	12396024
受	14932647
变	24742451
叙	1749737
叚	3379
叛	654124
叜	125
叝	42
叞	164
叟	447835
叠	2841225
叡	24402
口	26780687
古	12432536
句	6085871
另	6762185
叧	2088
叨	612619
叩	587451
只	38931493
叫	42685021
召	1397748
叭	589673
叮	638972
可	85898217
台	24231693
叱	173064
史	10394426
右	7158427
叴	282
叵	156307
叶	16245088
号	77070744
司	5010738
叹	2606032
叺	671
叻	844654
叼	2124333
叽	600796
叾	814
叿	445
吀	385
吁	303848
吂	644
吃	88874959
各	23022054
吅	4057
吆	197800
吇	11163
合	16126906
吉	9138416
吊	7609741
同	26088476
名	33190981
后	122144922
吏	557118
吐	6781728
向	27157700
吒	118259
吓	3891408
吔	29665
吕	6856879
吖	1537004
吗	267372197
吘	939
吙	4514
吚	1143
君	12319103
吜	886
吝	142133
吞	1927031
吟	1649381
吠	471123
吡	275557
吢	13964
吣	38593
吤	303
吥	234521
否	4489346
吧	466728689
吨	2563098
吩	195188
吪	518
含	7533706
听	44446099
吭	601773
吮	324615
启	4824312
吰	1975
吱	502540
吲	177505
吴	22308887
吵	6305637
吷	1225
吸	7472159
吹	10540377
吺	151
吻	3426397
吼	3141703
吽	47674
吾	3184891
吿	7607
呀	120383023
呁	438
呃	839996
呄	240
呅	868
呆	10320973
呇	250
呈	2599197
呉	5798
告	4535539
呋	248476
呌	425
呍	389
呏	88
呐	3043291
呑	5949
呒	75970
呓	58485
呔	41870
呕	878698
呖	69035
呗	31349929
员	10432925
呙	34092
呚	69
呛	1442819
呜	731546
呝	55
呞	646
呟	968
呠	642
呡	1606
呢	268632428
呣	6964
呤	104355
呥	281
呦	1773806
呧	353
周	36247182
呩	282
呪	10305
呫	636
呬	1070
呭	677
呮	7891
呯	15391
呰	1926
呱	531238
呲	219316
味	8963233
呴	8153
呵	1740369
呶	105479
呷	121241
呸	392523
呹	96
呺	4099
呻	75153
呼	4240059
命	9942992
呾	1147
呿	10445
咀	390978
咁	1857526
咂	233188
咃	4430
咄	54396
咅	267
咆	144757
咇	785
咈	622
咉	596
咊	392
咋	26881262
和	287656182
咍	911
咎	532604
咏	1768231
咐	122459
咑	6045
咒	2520682
咓	568
咔	596859
咕	1303423
咖	897080
咗	1164695
咘	13279
咙	14551
咚	311043
咛	67633
咜	14123
咝	67777
咞	42
咟	514
咠	144
咡	1399
咢	970
咣	300878
咤	79858
咥	9377
咦	706084
咧	3447943
咨	612114
咩	4261178
咪	2213090
咫	40048
咬	5679906
咭	62590
咮	519
咯	24472172
咰	2322
咱	24614718
咲	189952
咳	1625188
咴	47743
咵	25010
咶	568
咷	851
咸	2532486
咹	4444
咺	693
咻	159743
咽	1333458
咾	19988
咿	155291
哀	2043387
品	14483877
哂	134158
哃	4917
哄	3529817
哅	114
哆	373511
哇	12289394
哈	48153071
哉	1851619
哊	5746
哋	522548
哌	270529
响	5209638
哎	5310862
哏	208671
哐	277455
哑	1588739
哒	2393339
哓	88086
哔	157623
哕	36826
哖	14441
哗	464474
哙	109070
哚	114204
哜	28132
哝	217422
哞	130632
哟	18086944
哠	777
哢	1418
哣	437
哤	156
哥	37432126
哦	87845491
哧	459799
哨	1765687
哩	2238998
哪	36991017
哫	2327
哬	33305
哭	15137630
哮	137943
哯	2886
哰	249
哱	2441
哲	4134768
哳	28713
哴	908
哵	103
哶	590
哷	223
哺	239486
哼	1787501
哽	102280
哾	32493
哿	29835
唁	74059
唆	257741
唇	2114578
唉	3015600
唏	123413
唐	13645716
唑	573416
唓	1600
唔	7680283
唖	912
唛	214914
唝	556
唠	1309861
唡	217
唢	44764
唣	25215
唤	925319
唥	1532
唦	8373
唧	93121
唨	151
唩	392
唪	26214
唫	2225
唬	447796
唭	966
售	2594665
唯	2517791
唰	120620
唱	14563188
唲	18259
唳	91523
唴	364
唵	12267
唶	296
唷	219709
唹	277
唺	54
唻	29897
唼	3666
唽	232
唾	292326
唿	17797
啀	515
啁	19215
啂	408
啃	2711516
啄	542520
啅	431
商	10750651
啇	1050
啈	966
啉	134657
啊	355310205
啋	2990
啌	178
啍	1568
啎	243
啐	84903
啑	250
啒	242
啓	19428
啔	209
啕	209323
啖	96402
啗	528
啘	377
啙	1022
啚	455
啛	162835
啜	75256
啝	6670
啠	276
啡	381856
啢	95
啤	704141
啥	50872106
啦	121534065
啧	89618
啨	1026
啩	7328
啪	815995
啫	53832
啬	190298
啭	62347
啮	162563
啯	3847
啰	532142
啱	121041
啲	254202
啳	188
啴	12778
啵	868583
啶	271638
啷	185632
啸	1166008
啹	74
啺	97
啻	28889
啼	750835
啽	87
啾	82226
啿	129
喀	797304
喁	20309
喂	5590849
喃	951002
善	7300913
喅	205
喆	403194
喇	592856
喈	30525
喉	1752306
喊	11707225
喋	29025
喌	1353
喍	503
喎	23128
喏	169984
喐	910
喑	176553
喒	405
喓	16326
喔	2595998
喕	817
喖	1138
喗	3930
喘	1463098
喙	95327
喛	562
喜	10304360
喝	24192228
喞	162
喟	78069
喠	1259
喡	345
喢	81
喣	719
喤	2096
喥	5621
喦	1926
喧	341007
喨	2652
喩	677
喭	221
喯	3186
喰	9389
喱	20073
喳	114348
喴	375
喵	1206791
営	9322
喷	6636703
喸	27
喹	91846
喺	322647
喻	1415926
喼	2373
喽	6028022
喾	132669
喿	772
嗀	197
嗁	182
嗂	110
嗃	110
嗄	242497
嗅	446008
嗈	1357
嗉	58279
嗊	1142
嗋	62
嗌	59565
嗍	33519
嗏	6770
嗐	4390
嗑	205175
嗒	439382
嗓	168971
嗔	248453
嗕	375
嗖	246301
嗗	1552
嗘	250
嗙	3921
嗛	1292
嗜	739301
嗝	243408
嗞	26576
嗟	243626
嗠	181
嗡	198855
嗢	591
嗣	503811
嗤	189854
嗥	54805
嗦	527705
嗧	207
嗨	2663588
嗪	337726
嗫	90684
嗬	78139
嗭	357
嗮	161743
嗯	2244044
嗰	132203
嗱	16332
嗲	3196617
嗳	265554
嗴	35
嗵	61458
嗷	183190
嗸	56
嗹	390
嗺	179
嗻	6688
嗼	6191
嗽	181054
嗾	31774
嗿	631
嘀	288307
嘁	65603
嘂	2293
嘃	55
嘄	150
嘅	584443
嘇	328
嘈	251199
嘉	8982872
嘊	171
嘋	224
嘌	56257
嘎	2339597
嘏	169065
嘐	435
嘑	199
嘒	662
嘓	487
嘕	112
嘘	344916
嘙	9813
嘚	396280
嘛	37066674
嘝	99
嘞	2042216
嘟	1023963
嘠	6700
嘡	6431
嘢	740531
嘣	123805
嘤	91405
嘥	4284
嘦	2179
嘧	139474
嘨	557
嘪	2008
嘫	16203
嘬	139507
嘭	199978
嘱	74344
嘲	391941
嘳	43
嘴	13267412
嘶	495669
嘷	96
嘹	56507
嘻	665141
嘾	53
嘿	1886489
噃	1856
噈	517
噋	138
噌	242502
噍	35069
噎	487879
噏	5630
噔	104234
噗	596236
噘	92487
噙	104810
噜	608419
噞	143
噟	140
噡	84
噢	2471660
噣	125
噤	141776
噧	56
器	22508611
噩	81067
噪	497312
噫	84977
噬	636873
噭	1189
噮	132
噰	251
噱	58707
噳	107
噵	3809
噶	11215035
噷	2093
噺	6745
噻	900658
噼	295009
噽	198
噾	150
噿	93
嚁	124
嚂	343
嚃	173
嚄	26804
嚅	78208
嚆	39924
嚈	848
嚉	50
嚊	67
嚋	60
嚍	66
嚎	963063
嚏	134048
嚐	19197
嚑	267
嚒	127927
嚓	289421
嚔	104
嚖	193
嚗	4355
嚘	390
嚚	466
嚛	3414
嚜	8255
嚝	100
嚞	1039
嚟	277193
嚠	303
嚡	1193
嚢	1508
嚣	126005
嚤	14702
嚧	4139
嚩	4507
嚪	56
嚫	702
嚬	1220
嚭	3824
嚯	85386
嚰	9142
嚱	3003
嚲	125
嚵	175
嚷	468000
嚸	8555
嚹	159
嚺	45
嚻	653
嚼	1262945
嚽	71
嚾	126
嚿	778
囃	1257
囄	2968
囆	100
囇	160
囊	2965501
囋	387
囍	339104
囎	1658
囏	212
囐	61
囒	202
囓	1084
囔	218450
囖	102068
囗	93876
囘	51845
囙	3511
囚	660449
四	33617609
囜	1234
囝	116734
回	46503325
囟	166825
因	16156521
囡	299088
团	22068019
団	57682
囤	412200
囥	658
囦	24325
囧	2550104
囨	2161
囩	10178
囫	158747
囬	21454
园	13763230
囮	4650
囯	34126
困	8400375
囱	121663
囲	7316
図	24870
围	4139856
囵	187323
囶	964
囷	5445
囸	7741
囹	153310
固	3120186
囻	924
囼	861
国	25920869
图	75418605
囿	125575
圀	1295
圁	865
圂	350
圃	337110
圄	78936
圅	719
圆	8267498
圈	9413707
圉	25277
圊	167502
圌	67553
圎	2970
圏	8771
圐	5361
圑	300
圔	126
圕	516
圗	1036
圙	5810
圚	285
圛	637
圜	63169
圝	92976
圞	201234
土	15604519
圠	351
圡	6212
圢	338
圣	9808763
圤	550
圥	616
圦	56
圧	14098
在	433550921
圩	548728
圪	83209
圫	739
圬	44562
圭	538238
圮	53247
圯	26912
地	56991320
圱	138
圲	96
圳	169813
圴	1283
圵	314
圶	109
圹	59311
场	16667052
圻	56519
圼	123
圽	89
圾	34725
圿	152
址	901949
坁	1205
坂	907142
坃	127
坄	76
坆	785
均	7018007
坈	217
坉	1265
坊	4686591
坋	336
坌	24131
坍	183064
坎	2516477
坏	19580196
坐	17483084
坑	8293542
块	11538168
坙	191
坚	2117094
坛	3615236
坜	50087
坝	2668883
坞	533901
坟	1192407
坠	1783384
坡	4472377
坢	505
坤	5506759
坦	2499167
坨	874677
坩	97259
坪	1766782
坫	29108
坭	61432
坯	542391
坳	233045
坶	27746
坷	482515
坻	27419
坼	46868
坽	192
坾	133
坿	300
垀	456
垁	70
垂	2316894
垃	67018
垄	173934
垅	160636
垆	93785
垇	1108
垈	939
垉	806
垊	28
型	20488182
垌	77629
垍	1314
垎	1184
垏	546
垐	101
垑	61
垒	862576
垓	83672
垔	174
垕	9460
垖	82
垗	292
垘	52
垙	486
垚	133681
垛	408579
垜	2251
垝	1644
垞	2866
垟	43681
垠	71066
垡	124990
垢	815627
垣	629690
垤	24486
垥	55
垦	671998
垧	66401
垨	6334
垩	135425
垪	224
垫	6467116
垬	669
垭	107303
垮	900322
垯	10168
垰	1428
垱	13792
垲	28426
垳	1806
垴	97969
垵	26714
垶	181
垷	72
垸	22560
垹	154
垺	708
垻	2053
垼	60
垽	138
垾	1815
垿	833
埀	198
埁	105
埂	213393
埃	2807980
埄	249
埅	150
埆	758
埇	27253
埈	1621
埉	95
埊	99
埋	3771202
埌	10773
埍	262
城	29298598
埏	20407
埐	145
埑	332
埒	25815
埓	303
埔	435490
埕	62276
埖	38670
埗	54515
埘	145344
埙	57381
埚	85802
埛	597
埜	4074
埝	31648
埞	179
域	3070906
埠	974367
埢	214
埣	167
埤	8796
埥	2528
埦	208
埧	743
埨	363
埩	105
埪	712
埫	958
埬	245
埭	130424
埮	516
埯	2911
埰	4138
埱	309
埲	1446
埳	1421
埴	9801
埵	39005
埶	1317
埸	18672
培	4700208
基	9767739
埻	1290
埼	10427
埽	8963
埾	42
埿	267
堀	134813
堁	142
堂	11339308
堃	136508
堄	630
堆	5246493
堇	250683
堈	521
堉	4541
堋	6832
堌	8256
堍	12598
堎	4381
堏	348
堐	662
堑	451017
堒	160
堓	1284
堔	3662
堕	351753
堖	49
堗	42
堘	219
堙	11744
堚	56
堛	558
堜	341
堞	9976
堟	589
堠	9243
堡	3166669
堢	284
堣	869
堤	1577087
堥	416
堦	573
堧	404
堨	981
堩	148
堪	949394
堫	64
堬	219
堭	412
堮	696
堰	594841
堲	179
堳	229
堵	3697305
堶	273
堷	991
堸	487
堹	74
堺	12972
堻	154
堼	935
堽	9051
堾	163
塀	551
塁	927
塂	482
塃	229
塄	5558
塅	5832
塆	11661
塇	157
塈	951
塉	97
塌	1086949
塍	82782
塎	127
塐	47
塑	1961916
塓	111
塔	14710762
塕	109
塖	291
塘	5124638
塙	707
塚	96810
塛	97
塜	519
塝	4709
塞	7409967
塟	1608
塠	131
塡	649
塣	259
塥	905
塦	46
填	10701720
塬	71631
塲	2204
塸	99
塼	612
塾	74312
墀	17605
墁	5995
境	2339300
墅	455813
墈	2008
墉	180590
墋	167
墌	162
墍	332
墎	376
墏	49
墐	596
墒	218076
墓	1579633
墔	52
墕	858
墖	1205
増	38549
墘	23837
墙	8996443
墚	1717
墛	57
墝	145
增	6408698
墟	266558
墠	1918
墡	315
墢	5217
墣	944
墤	74
墥	159
墦	769
墧	112
墨	4761046
墩	2058959
墪	83
墫	910
墬	2062
墭	1017
墯	602
墰	463
墱	434
墲	1378
墴	257
墵	609
墶	153
墷	39
墸	40
墹	1146
墺	1199
墼	20250
墽	129
墿	637
壀	44
壁	3759454
壂	510
壃	109
壄	190
壅	115142
壆	35193
壈	2934
壉	57
壊	42593
壋	310
壌	639
壍	155
壏	103
壐	155
壑	194317
壒	521
壔	60
壕	301244
壖	667
壗	56
壛	56
壜	100
壝	838
壠	1151
壡	523
壣	276
壤	571689
壥	47
壦	32
壧	37
壨	145
壪	90
士	7067715
壬	337275
壭	65
壮	3658758
声	14839113
壱	4976
売	25524
壳	4418731
壴	100
壵	1059
壶	3264650
